epoch,ESR,loss,val_ESR,val_loss
0,0.6620669364929199,0.7684246897697449,0.40958210825920105,0.6072748899459839
1,0.3248250484466553,0.550646960735321,0.23954685032367706,0.46643802523612976
2,0.18555118143558502,0.3852846622467041,0.10812155157327652,0.25226736068725586
3,0.07759130746126175,0.1809351146221161,0.05848544090986252,0.13771802186965942
4,0.05873884633183479,0.12948288023471832,0.05009595304727554,0.11076568812131882
5,0.04960475116968155,0.10941651463508606,0.04316883534193039,0.09625878185033798
6,0.0437457375228405,0.09500592947006226,0.03937288001179695,0.08316507935523987
7,0.0388919860124588,0.08318906277418137,0.03743394836783409,0.07721856236457825
8,0.036156851798295975,0.07798780500888824,0.03255965933203697,0.07186228036880493
9,0.03489011898636818,0.07539279758930206,0.032333094626665115,0.07010573148727417
0,0.03412461280822754,0.07332592457532883,0.030535776168107986,0.06758248060941696
1,0.033301737159490585,0.07129612565040588,0.029840592294931412,0.06612435728311539
2,0.032309845089912415,0.06907841563224792,0.029835082590579987,0.06465980410575867
3,0.031610842794179916,0.06726308912038803,0.029324237257242203,0.06253755837678909
4,0.031211083754897118,0.06582450121641159,0.02956078015267849,0.06260505318641663
5,0.030738091096282005,0.06431801617145538,0.030593404546380043,0.06116331368684769
6,0.030270198360085487,0.0629219263792038,0.029613759368658066,0.05950460582971573
7,0.029905175790190697,0.06177099049091339,0.028004571795463562,0.058021605014801025
8,0.02945384941995144,0.06061404198408127,0.027168886736035347,0.057168859988451004
9,0.02788873389363289,0.05848236754536629,0.02495458722114563,0.053765472024679184
10,0.02618572674691677,0.05626073479652405,0.023746581748127937,0.05222802981734276
11,0.02539302222430706,0.054979998618364334,0.024238374084234238,0.051281195133924484
12,0.02463436685502529,0.05320785567164421,0.02215021476149559,0.04850301891565323
13,0.02371574565768242,0.05018390715122223,0.021594570949673653,0.046938009560108185
14,0.023015307262539864,0.048269957304000854,0.020307885482907295,0.044059786945581436
15,0.02217465080320835,0.0465557798743248,0.021940868347883224,0.0444551557302475
16,0.0215689018368721,0.04518613591790199,0.018761485815048218,0.041122209280729294
17,0.021081766113638878,0.04374467954039574,0.019334321841597557,0.04127350077033043
18,0.02083863690495491,0.0425754189491272,0.019317470490932465,0.039248913526535034
19,0.020335983484983444,0.04139712452888489,0.018563374876976013,0.038481682538986206
20,0.020236749202013016,0.040543828159570694,0.018972793594002724,0.0386149026453495
21,0.020072953775525093,0.0396532341837883,0.018429787829518318,0.03692314401268959
22,0.01976427063345909,0.03876233473420143,0.018301518633961678,0.03613612428307533
23,0.019636861979961395,0.03818242996931076,0.01911230944097042,0.036746419966220856
24,0.01938147097826004,0.03757239878177643,0.017634520307183266,0.035047758370637894
25,0.01909557357430458,0.037046197801828384,0.018089808523654938,0.035108532756567
26,0.018863804638385773,0.03661567345261574,0.01733129471540451,0.034705888479948044
27,0.018740927800536156,0.03634636104106903,0.01883961819112301,0.035460736602544785
28,0.01873668096959591,0.036156680434942245,0.017751162871718407,0.03500936180353165
29,0.018382344394922256,0.03576302155852318,0.017881261184811592,0.03448741137981415
30,0.016787299886345863,0.033912818878889084,0.01595803163945675,0.03235321491956711
31,0.016753485426306725,0.03387139365077019,0.015953289344906807,0.032365862280130386
32,0.016754865646362305,0.03384026512503624,0.01591089554131031,0.03231336548924446
33,0.016731586307287216,0.033831000328063965,0.016000594943761826,0.03231152892112732
34,0.016660861670970917,0.033735305070877075,0.015961701050400734,0.032303161919116974
35,0.016643987968564034,0.03370218724012375,0.01588263176381588,0.032123539596796036
36,0.01645243912935257,0.033474963158369064,0.01572590135037899,0.031960319727659225
37,0.016432883217930794,0.03346390649676323,0.01567862555384636,0.031964171677827835
38,0.016446003690361977,0.033461932092905045,0.01571761630475521,0.031971510499715805
39,0.01642138510942459,0.03343866765499115,0.01575302518904209,0.03197048604488373
