epoch,ESR,loss,val_ESR,val_loss
0,0.5393746495246887,0.6730924844741821,0.23040401935577393,0.38247543573379517
1,0.2110159993171692,0.31430041790008545,0.18624548614025116,0.24904781579971313
2,0.16904416680335999,0.20516018569469452,0.1552419662475586,0.18119163811206818
3,0.12966132164001465,0.16150790452957153,0.10731981694698334,0.14197613298892975
4,0.10681594163179398,0.13689415156841278,0.09740652143955231,0.12522445619106293
5,0.10037202388048172,0.12721511721611023,0.08904098719358444,0.11816985160112381
6,0.09437931329011917,0.11896415054798126,0.08767300844192505,0.11172214895486832
7,0.08933909982442856,0.11142510920763016,0.08882725983858109,0.11151518672704697
8,0.08649172633886337,0.10699747502803802,0.08027040958404541,0.10293208062648773
9,0.08467073738574982,0.10441958904266357,0.08114033192396164,0.10706882178783417
10,0.08364631980657578,0.10254964232444763,0.07830445468425751,0.09817662090063095
11,0.08146058768033981,0.1004384383559227,0.0756818875670433,0.09512199461460114
12,0.0791720524430275,0.0978396013379097,0.07457702606916428,0.09396006911993027
13,0.07726706564426422,0.0954892560839653,0.07261599600315094,0.09067409485578537
14,0.07637863606214523,0.0945640504360199,0.07681642472743988,0.09682482481002808
15,0.07634777575731277,0.09415965527296066,0.0721152201294899,0.089337557554245
16,0.07575315982103348,0.09360785782337189,0.07141917198896408,0.08924930542707443
17,0.0748748779296875,0.09226733446121216,0.07042347639799118,0.0901910811662674
18,0.07452341914176941,0.09171983599662781,0.06878975033760071,0.08723074942827225
19,0.07400151342153549,0.09125987440347672,0.07659771293401718,0.10240622609853745
20,0.07360602915287018,0.09043768048286438,0.07316076010465622,0.08934240788221359
21,0.07356318086385727,0.09049282968044281,0.07223434746265411,0.08683875948190689
22,0.07286079972982407,0.08928699046373367,0.07158953696489334,0.08790920674800873
23,0.07273557782173157,0.08914435654878616,0.07188922166824341,0.09024623781442642
24,0.0682431012392044,0.08330243825912476,0.06583947688341141,0.0813702717423439
25,0.06818050891160965,0.08312080800533295,0.06590686738491058,0.08123160898685455
26,0.06794486939907074,0.08298809826374054,0.06589941680431366,0.08123860508203506
27,0.0681716650724411,0.08303990215063095,0.06552505493164062,0.08082784712314606
28,0.06812696903944016,0.08289262652397156,0.06544218957424164,0.08071055263280869
29,0.06790253520011902,0.08274915814399719,0.06543168425559998,0.08062595874071121
30,0.06732917577028275,0.08198843151330948,0.06511115282773972,0.08015771210193634
31,0.06734917312860489,0.08196986466646194,0.06509824842214584,0.08018656075000763
32,0.06726031750440598,0.08195119351148605,0.06511292606592178,0.08015170693397522
33,0.06727632880210876,0.08187955617904663,0.06510651856660843,0.08025839924812317
34,0.06733129173517227,0.08191261440515518,0.06514215469360352,0.08014863729476929
35,0.06723363697528839,0.08188600838184357,0.06519915163516998,0.08021464943885803
36,0.06714314222335815,0.08178596943616867,0.0650656670331955,0.08004719018936157
37,0.06721369922161102,0.08183380216360092,0.06505794823169708,0.08006851375102997
38,0.06723950803279877,0.0818011611700058,0.06504462659358978,0.08005087822675705
39,0.06721901893615723,0.08181197196245193,0.06506464630365372,0.08006589859724045
40,0.06722952425479889,0.08179713785648346,0.06503923237323761,0.0800461694598198
41,0.0671422928571701,0.08176212012767792,0.06503765285015106,0.08004011958837509
42,0.06714518368244171,0.08177414536476135,0.06503903120756149,0.08003870397806168
43,0.06710818409919739,0.0817440003156662,0.06503940373659134,0.08003944158554077
44,0.06717730313539505,0.08174790441989899,0.06503839045763016,0.08003949373960495
45,0.06720344722270966,0.08178900182247162,0.06503744423389435,0.08003900945186615
46,0.06709864735603333,0.08173947781324387,0.06503715366125107,0.08003860712051392
47,0.06716039031744003,0.08178689330816269,0.06503722071647644,0.08003836125135422
48,0.06710699945688248,0.08176687359809875,0.0650375559926033,0.08003834635019302
49,0.06717249751091003,0.08175955712795258,0.06503746658563614,0.08003829419612885
